game_id,season,team1,team1seasonid,team1_name,team1_seed_detail,team2,team2seasonid,team2_name,team2_seed_detail,team1_seed,team1_tempo,team1_adjtempo,team1_oe,team1_adjoe,team1_de,team1_adjde,team1_adjem,team1_efg_pct_off,team1_to_pct_off,team1_or_pct_off,team1_ft_rate_off,team1_efg_pct_def,team1_to_pct_def,team1_or_pct_def,team1_ft_rate_def,team1_size,team1_hgteff,team1_exp,team1_bench,team1_fg2pct,team1_fg3pct,team1_ftpct,team1_blockpct,team1_fg3rate,team1_arate,team1_stlrate,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_oppblockpct,team1_oppfg3rate,team1_opparate,team1_oppstlrate,team1_dfp,team1_off_1,team1_off_2,team1_off_3,team1_def_1,team1_def_2,team1_def_3,team1_adj_wins,team1_adj_wins_tw,team2_seed,team2_tempo,team2_adjtempo,team2_oe,team2_adjoe,team2_de,team2_adjde,team2_adjem,team2_efg_pct_off,team2_to_pct_off,team2_or_pct_off,team2_ft_rate_off,team2_efg_pct_def,team2_to_pct_def,team2_or_pct_def,team2_ft_rate_def,team2_size,team2_hgteff,team2_exp,team2_bench,team2_fg2pct,team2_fg3pct,team2_ftpct,team2_blockpct,team2_fg3rate,team2_arate,team2_stlrate,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_oppblockpct,team2_oppfg3rate,team2_opparate,team2_oppstlrate,team2_dfp,team2_off_1,team2_off_2,team2_off_3,team2_def_1,team2_def_2,team2_def_3,team2_adj_wins,team2_adj_wins_tw,is_round1,is_round2,is_round3,is_round4,is_round5,is_round6,var_adjtempo,var_adjoe,var_adjde,var_adjem,var_efg_pct_offdef,var_to_pct_offdef,var_or_pct_offdef,var_ft_rate_offdef,var_size,var_hgteff,var_exp,var_bench,var_fg2pct,var_fg3pct,var_ftpct,var_blockpct,var_fg3rate,var_arate,var_stlrate,var_adj_wins,var_adj_winstw,team1_win
200311121323,2003,1112,20031112,Arizona,Z01,1323,20031323,Notre Dame,Z01,1,76.3024,73.0165,110.852,115.311,91.5901,88.8866,26.4243,51.4922,19.0144,39.2726,36.8072,45.7652,21.696,32.204,26.949,,,,,50.8186,35.3488,70.9138,9.5506,30.5542,58.4789,0.1113,44.6629,32.1101,64.2857,5.7299,31.4726,58.6288,0.0817,1.3,20.2202,54.6789,25.1009,15.9151,56.2334,27.8515,16.37710918655176657101,17.8350099520081432037325,5,71.5974,69.2334,110.396,117.565,98.1264,97.8837,19.6817,51.5085,18.0678,31.5279,36.7883,45.9783,17.6222,33.1126,25.5761,,,,,48.0303,38.5034,76.0582,11.5809,35.7664,60.8506,0.1005,42.7696,36.6609,68.7279,11.4394,26.254,56.8606,0.094,4.2,21.3596,47.1025,31.5379,16.0479,57.5908,26.3614,14.06920198275542790649,13.2699167018113132708300,0,0,1,0,0,0,3.7831,-2.254,-8.9971,6.7426,0.1968,-3.1272,8.6533,-1.3540,,,,,2.7883,-3.1546,-5.1444,-2.0303,-5.2122,-2.3717,0.0108,2.30790720379633866452,4.5650932501968299329025,1
200312421113,2003,1113,20031113,Arizona St.,Z10,1242,20031242,Kansas,Z10,10,69.5967,66.8633,108.307,113.116,98.4177,96.3758,16.7407,51.2662,19.5408,38.6157,45.3573,49.8852,21.7885,32.6896,37.3134,,,,,52.2054,31.9797,67.1216,10.6109,22.1722,56.6038,0.0757,49.3569,34.1365,68.7692,9.0383,28.5878,56.1224,0.0835,8.5,22.8946,61.1088,15.9966,20.4577,56.2014,23.341,10.88012597115709716767,10.8137300676091405550700,2,74.3408,72.6511,109.554,114.003,89.2999,86.9009,27.1016,52.6829,20.0666,39.5104,37.7384,46.0191,22.7397,30.4803,25.3412,,,,,53.479,33.3333,65.2174,11.4733,22.8825,54.7187,0.1325,42.1773,36.5964,69.4794,9.0282,30.2093,48.0899,0.0937,10.1,18.9355,63.4596,17.6049,16.0581,53.6929,30.249,15.01532083577752901077,17.1556648789690054085125,0,1,0,0,0,0,-5.7878,-0.887,9.4749,-10.3609,-5.2828,0.4254,-3.1040,-4.3533,,,,,-1.2736,-1.3536,1.9042,-0.8624,-0.7103,1.8851,-0.0568,-4.13519486462043184310,-6.3419348113598648534425,0
200313931120,2003,1120,20031120,Auburn,W10,1393,20031393,Syracuse,W10,10,68.1467,66.7988,102.385,107.32,96.5955,94.4324,12.8881,51.8437,23.3848,36.8692,35.333,47.8377,22.8948,35.6834,29.5782,,,,,51.8139,34.6084,66.9782,13.8539,30.2146,51.7119,0.1149,46.7674,33.1378,68.4116,7.7287,36.4122,52.8736,0.1154,-0.3,18.5825,56.7848,24.6327,17.4574,51.3128,31.2298,10.79066199372294708471,10.8782986247591148089000,3,72.5143,70.5221,109.727,113.951,96.0715,93.9947,19.9564,51.8639,19.3962,38.4796,37.5583,44.2743,20.3798,36.6417,29.9601,,,,,51.9303,34.4444,69.3548,16.8371,25.1631,51.2745,0.1161,43.5583,30.4071,65.1852,6.9738,34.8868,63.3257,0.0952,-7.3,20.0718,59.8923,20.0359,18.0698,52.4846,29.4456,15.22371851467771861266,17.3408681962254052187925,0,0,1,0,0,0,-3.7233,-6.631,0.4377,-7.0683,-3.5836,1.4736,-0.6521,-1.8434,,,,,-0.1164,0.1640,-2.3766,-2.9832,5.0515,0.4374,-0.0012,-4.43305652095477152795,-6.4625695714662904098925,0
200313281139,2003,1139,20031139,Butler,W12,1328,20031328,Oklahoma,W12,12,59.6995,58.7876,113.482,115.085,99.9479,99.7088,15.3765,55.6487,17.3765,28.6805,32.5264,49.7273,19.97,34.5114,28.1818,,,,,53.4128,39.0988,71.7557,4.9028,42.7064,54.0682,0.1037,48.6898,34.9036,66.2366,9.7508,28.303,42.8958,0.0814,13,17.3352,45.4587,37.2061,15.803,59.1072,25.0898,12.91872286942798055475,13.9485692106611932613000,1,64.5516,62.6863,108.524,112.913,92.2058,89.4266,23.4861,51.1506,18.6599,36.5739,32.9498,45.3786,21.5133,29.5738,34.2428,,,,,47.3312,39.185,69.2063,9.262,33.3682,56.5064,0.1073,44.4277,32.0513,66.8293,7.0644,26.0579,47.8378,0.0847,16.8,18.2274,50.4181,31.3545,20.1372,57.8148,22.048,15.51527997639235523296,17.7259022516866443573300,0,0,1,0,0,0,-3.8987,2.172,10.2822,-8.1096,0.1494,0.2599,-12.8310,5.6376,,,,,6.0816,-0.0862,2.5494,-4.3592,9.3382,-2.4382,-0.0036,-2.59655710696437467821,-3.7773330410254510960300,0
200311631140,2003,1140,20031140,BYU,X12,1163,20031163,Connecticut,X12,12,66.1048,65.663,109.293,110.537,95.6204,92.3283,18.2088,52.63,20.5256,34.3113,45.6469,45.6734,21.8468,29.5383,46.3742,,,,,49.0265,40.2672,73.9073,7.2566,31.6808,55.9477,0.1048,44.4248,32.2896,70.0394,6.8142,31.1395,51.2744,0.0816,14.7,24.2714,48.1949,27.5337,26.2303,49.4094,24.3602,13.94326495160791238410,14.1026833983061275935850,5,73.461,71.1085,108.2,111.73,97.0242,93.3341,18.3956,51.6286,20.9649,40.0905,35.7803,42.718,17.8697,35.396,32.282,,,,,49.5804,38.5827,67.663,16.6667,24.6962,52.0747,0.0792,40.7631,31.4199,73.1322,8.9735,30.705,54.3452,0.1028,2.3,18.9931,58.5812,22.4256,21.6504,51.8077,26.5419,12.95523268941968920584,14.3689057988069537416900,1,0,0,0,0,0,-5.4455,-1.193,-1.0058,-0.1868,-1.9540,-4.4164,0.0785,-4.2256,,,,,-0.5539,1.6845,6.2443,-9.4101,6.9846,3.8730,0.0256,0.98803226218822317826,-0.2662224005008261481050,0
200311411166,2003,1141,20031141,Central Michigan,Z11,1166,20031166,Creighton,Z11,11,72.7987,71.9146,108.796,109.867,100.509,99.5025,10.3641,56.5974,25.2949,35.6253,46.9762,50.4185,22.4002,33.8297,37.3884,,,,,56.0842,38.4191,76.3329,8.7693,33.2315,57.9075,0.0993,48.7841,37.0115,71.0448,7.9597,24.2746,45.6865,0.1185,18,24.0574,50.2459,25.6967,20.8498,57.9939,21.1564,12.94403107941654709523,14.6906641884215015943700,6,69.2061,68.4145,113.937,113.03,92.8474,94.7202,18.3096,56.6973,19.5446,33.9691,34.6626,47.8446,24.4096,32.196,30.6546,,,,,55.7403,38.961,69.3215,10.9286,35.4294,58.7269,0.1193,46.6429,34.238,70.1389,6.8092,25.4923,51.4076,0.0939,13.3,17.4851,52.381,30.1339,18.347,59.3097,22.3433,14.85850474960484673549,15.2806127892265031653975,1,0,0,0,0,0,3.5001,-3.163,4.7823,-7.9455,-2.6738,7.7597,0.0225,5.5798,,,,,0.3439,-0.5419,7.0114,-2.1593,-2.1979,-0.8194,-0.0200,-1.91447367018829964026,-0.5899486008050015710275,1
200313281143,2003,1143,20031143,California,W08,1328,20031328,Oklahoma,W08,8,69.6353,66.1487,105.448,109.401,98.8111,95.8149,13.5863,52.0352,19.7701,32.8511,33.0583,49.5585,21.0058,31.8286,30.3532,,,,,50.3882,37.3585,68.0532,7.526,29.1529,57.6151,0.0934,48.8754,33.8415,68.1818,6.4441,36.2031,63.1512,0.0819,-4.1,17.7749,56.4103,25.8149,17.2731,52.0497,30.6771,12.44863927494901537240,13.1810219505697016905950,1,64.5516,62.6863,108.524,112.913,92.2058,89.4266,23.4861,51.1506,18.6599,36.5739,32.9498,45.3786,21.5133,29.5738,34.2428,,,,,47.3312,39.185,69.2063,9.262,33.3682,56.5064,0.1073,44.4277,32.0513,66.8293,7.0644,26.0579,47.8378,0.0847,16.8,18.2274,50.4181,31.3545,20.1372,57.8148,22.048,15.51527997639235523296,17.7259022516866443573300,0,1,0,0,0,0,3.4624,-3.512,6.3883,-9.8998,-3.2953,1.6177,-5.9776,3.9981,,,,,3.0570,-1.8265,-1.1531,-1.736,-4.2153,1.1087,-0.0139,-3.06664070144333986056,-4.5448803011169426667350,0
200312771160,2003,1160,20031160,Colorado,X10,1277,20031277,Michigan St.,X10,10,71.8548,69.8746,104.476,109.283,97.2061,93.4129,15.8705,48.4176,19.4535,37.7897,38.7443,45.5941,17.4081,32.0199,29.604,,,,,48.201,32.716,66.9302,15.3515,24.8086,48.7917,0.0853,42.8264,34.5048,68.3946,7.1283,30.9901,52.7675,0.084,4.3,21.1227,59.0437,19.8337,18.1697,53.0431,28.7872,12.49078561128388073362,13.6579453583380026929250,7,65.101,63.6011,102.885,108.72,93.3255,90.9288,17.7907,50.2228,21.9616,34.1825,42.7298,45.8428,21.3928,27.4968,41.1765,,,,,48.0273,37.5262,73.5332,10.3066,26.5738,58.3744,0.0949,43.8671,33.165,71.7033,9.0288,33.5973,54.4944,0.098,10.2,23.8276,53.4854,22.6869,24.3584,48.0635,27.5782,12.09994144682843956573,13.1477054080144130883725,1,0,0,0,0,0,6.2735,0.563,2.4841,-1.9202,-1.5565,1.4766,-0.9159,7.5870,,,,,0.1737,-4.8102,-6.6030,5.0449,-1.7652,-9.5827,-0.0096,0.39084416445544116789,0.5102399503235896045525,0
200311811161,2003,1161,20031161,Colorado St.,Z14,1181,20031181,Duke,Z14,14,68.3241,67.1579,107.759,111.597,106.412,105.323,6.27421,54.0816,23.6055,36.2334,46.3822,49.4941,17.8332,34.2884,39.4042,,,,,54.0905,36.0335,70.4,10.2665,22.1398,58.3951,0.0774,48.6677,34.3936,69.3295,7.9428,28.2743,50.6297,0.1314,9.8,23.1884,59.8155,16.996,21.6288,55.2737,23.0975,9.67817451736344662056,10.2832444562057879350150,3,73.2713,71.0877,111.275,116.213,95.6622,93.4116,22.8018,51.4387,19.0602,36.973,45.2802,47.5436,24.4234,34.452,37.5594,,,,,49.8854,36.3095,71.2375,12.544,33.9223,49.3868,0.1176,46.5116,33.7553,70.0422,10.2368,25.0396,48.7805,0.085,16,23.87,48.786,27.344,21.671,57.4413,20.8877,15.30857915669574214142,17.5437395835448981322750,1,0,0,0,0,0,-3.9298,-4.616,11.9114,-16.52759,0.6924,11.1355,-0.5760,-0.7428,,,,,4.2051,-0.2760,-0.8375,-2.2775,-11.7825,9.0083,-0.0402,-5.63040463933229552086,-7.2604951273391101972600,0
200311631390,2003,1163,20031163,Connecticut,X05,1390,20031390,Stanford,X05,5,73.461,71.1085,108.2,111.73,97.0242,93.3341,18.3956,51.6286,20.9649,40.0905,35.7803,42.718,17.8697,35.396,32.282,,,,,49.5804,38.5827,67.663,16.6667,24.6962,52.0747,0.0792,40.7631,31.4199,73.1322,8.9735,30.705,54.3452,0.1028,2.3,18.9931,58.5812,22.4256,21.6504,51.8077,26.5419,12.95523268941968920584,14.3689057988069537416900,4,68.6072,65.4887,104.79,109.838,97.4274,94.9404,14.8974,50.2078,20.7407,38.8144,35.1169,45.5775,18.671,32.3299,34.9636,,,,,48.5513,35.6481,67.7515,8.9518,33.6623,56.6392,0.0779,45.4476,30.5691,71.131,5.6382,31.9979,48.2097,0.0947,8.5,19.1552,51.8611,28.9837,21.435,53.2735,25.2915,15.09409546042672968407,15.3710422249488361645725,0,1,0,0,0,0,5.6198,1.892,-1.6063,3.4982,4.2803,1.0255,-1.7900,3.3450,,,,,1.0291,2.9346,-0.0885,7.7149,-8.9661,-4.5645,0.0013,-2.13886277100704047823,-1.0021364261418824228825,1
